,Time,BDF_0,BDF_1,BDF_2,BDF_3,BDF_4,BDF_5,BDF_6,BDF_7,BDF_8,BDF_9,BDF_10,BDF_11,BDF_12
134,33.5,1.7368433023488488,1.1953634102331705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,33.75,1.6851269105447502,1.1554379354940445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,34.0,1.6349504303594016,1.1168459828616675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,34.25,1.5862680092553223,1.0795430123219052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,34.5,1.5390351600040324,1.0434859715096465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,34.75,1.4932087200324973,1.0086332460209069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,35.0,1.4487468119800768,0.9749446113845204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,35.25,1.4056088054299316,0.9423811866379934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,35.5,1.3637552797799217,0.910905389453936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,35.75,1.3231479882190618,0.8804808927652824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,36.0,1.283749822776617,0.851072582839244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,36.25,1.2455247804119014,0.8226465187516017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,36.5,1.208437930113786,0.7951698932145692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,36.75,1.1724553809798597,0.7686109947130173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,37.0,1.137544251246062,0.7429391709053579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,37.25,1.1036726382384972,0.7181247932468489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,37.5,1.0708095892199616,0.6941392227944922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,37.75,1.0389250731045507,0.6709547771540556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,38.0,1.0079899530144916,0.6485446985310745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,38.25,0.9779759596541266,0.62688312284896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,38.5,0.9488556654767171,0.6059450498985688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,38.75,0.9206024596204546,0.5857063144847882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,39.0,0.8931905235907841,0.5661435585368313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,39.25,0.8665948076668089,0.5472342041500579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,39.5,0.8407910080102222,0.5289564275282045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,39.75,0.8157555444558444,0.5112891337959528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,40.0,0.7914655389634718,0.494211932652764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,40.25,0.7678987947113437,0.4777051148398835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,40.5,0.7450337758121255,0.4617496293933525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,40.75,0.7228495876328698,0.44632706165677694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,41.0,0.7013259577009716,0.43141961202847523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,41.25,0.6804432171786703,0.41701007541847773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,41.5,0.6601822828891672,0.4030818213916678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,41.75,0.6405246398779367,0.38961877497414804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,42.0,0.6214523244932912,0.37660539810067895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,42.25,0.602947907970742,0.3640266716817784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,42.5,0.5849944805061535,0.35186807826978506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,42.75,0.5675756358031356,0.3401155853038804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,43.0,0.5506754560805553,0.32875562891473153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,43.25,0.5342784975264654,0.3177750982700632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,43.5,0.5183697761851581,0.30716132044309274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,43.75,0.5029347542644471,0.296902045786363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,44.0,0.4879593268506654,0.28698543379409364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
